customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
7826-NZOGT,2022-01-09,Organic,2022-02-08,Standard,Monthly,,,15.02,645,50,0,pooja,India,Nagaland,Female,1993-02-22 11:31:26,,,,
7853-PUXQT,2025-01-27,Refferal,2025-02-26,Basic,Monthly,,,6.57,427,20,0,damini,India,Meghalaya,Female,1963-06-03 11:31:26,,,,
5594-HNIIY,2021-05-28,Paid,2021-06-27,Standard,Monthly,,,14.76,1180,17,0,osha,India,Delhi,Female,1964-11-06 11:31:26,2025-05-05,N,86.0,2.0
8481-RHPRE,2025-05-30,Paid,2025-06-29,Premium,Monthly,2025-10-18,Too expensive,26.78,1553,75,1,gagan,India,Meghalaya,Male,1989-02-12 11:31:26,,,,
8142-JKSYL,2026-04-11,Refferal,2027-04-11,Basic,Annual,,,9.7,863,55,0,vincent,India,Karnataka,Male,1990-06-21 11:31:26,2025-08-05,Y,11.0,1.0
8020-PMKDE,2025-04-21,Organic,2026-04-21,Basic,Annual,,,8.74,760,6,0,gavin,India,Maharashtra,Male,1962-12-28 11:31:26,2024-10-06,N,67.0,1.0
3943-FQOGO,2020-11-06,Paid,2020-12-06,Basic,Monthly,,,6.35,311,54,0,vasudha,India,Rajasthan,Female,1972-02-07 11:31:26,,,,
1567-GKGPX,2020-11-20,Paid,2021-11-20,Standard,Annual,,,16.07,546,50,0,harrison,Nepal,Kathmandu,Male,1984-05-12 11:31:26,,,,
6228-ATFRL,2025-09-24,Paid,2026-09-24,Premium,Annual,,,70.41,2886,16,0,irya,India,Maharashtra,Female,1991-06-27 11:31:26,2025-04-08,Y,19.0,1.0
6216-PMAYG,2023-08-08,Paid,2024-08-07,Premium,Annual,2025-02-05,Poor streaming quality,50.79,1777,75,1,mohammed,India,Maharashtra,Male,1987-08-27 11:31:26,2026-08-14,N,83.0,1.0
0594-ZJTCX,2022-02-03,Organic,2023-02-03,Standard,Annual,2025-01-19,Switched to competitor,16.49,725,97,1,warjas,India,Maharashtra,Male,2003-10-23 11:31:26,2026-02-22,N,61.0,1.0
7704-YXGVF,2022-04-13,Paid,2023-04-13,Standard,Annual,,,14.19,794,57,0,girish,India,Karnataka,Male,1972-09-20 11:31:26,2026-05-13,N,82.0,1.0
0931-KEMWG,2025-08-13,Paid,2026-08-13,Basic,Annual,2026-04-20,Forgot to cancel trial,6.26,482,91,1,arunima,India,Meghalaya,Female,1997-07-02 11:31:26,,,,
9016-OKNZY,2022-03-17,Refferal,2022-04-16,Standard,Monthly,,,11.43,331,41,0,oni,India,Telangana,Female,2003-08-26 11:31:26,,,,
6268-JJIFA,2023-02-24,Refferal,2024-02-24,Standard,Annual,,,13.62,1007,26,0,qarin,India,Delhi,Male,1969-03-26 11:31:26,,,,
7590-DYGDQ,2024-11-28,Refferal,2025-11-28,Basic,Annual,,,8.2,623,7,0,sudiksha,India,Rajasthan,Female,1991-05-14 11:31:26,2026-06-05,N,60.0,1.0
1659-DSHAF,2022-08-02,Organic,2022-09-01,Premium,Monthly,,,84.25,6740,5,0,reyansh,India,Telangana,Male,1997-12-24 11:31:26,,,,
8978-SOBZY,2023-06-29,Paid,2024-06-28,Standard,Annual,2024-04-11,Too expensive,12.31,837,88,1,idika,India,Uttar Pradesh,Female,1980-08-25 11:31:26,2026-06-27,Y,39.0,2.0
1085-EASUF,2025-03-30,Paid,2025-04-29,Premium,Monthly,,,89.73,5114,43,0,kiaan,Nepal,Kathmandu,Male,1997-12-02 11:31:26,,,,
8629-ERSNH,2021-02-02,Paid,2021-03-04,Premium,Monthly,2022-07-29,Switched to competitor,48.34,1595,87,1,unnati,India,Nagaland,Female,1995-08-12 11:31:26,2026-04-14,Y,13.0,2.0
8287-JTKIC,2022-06-26,Paid,2023-06-26,Standard,Annual,2025-04-13,Poor streaming quality,16.62,1495,76,1,nandini,India,Karnataka,Female,1961-10-16 11:31:26,2025-12-17,N,88.0,2.0
6174-WCCTD,2023-03-15,Organic,2023-04-14,Premium,Monthly,,,86.85,2258,5,0,niharika,India,Delhi,Female,1956-11-15 11:31:26,2026-01-27,Y,28.0,1.0
0647-PVEEK,2024-08-08,Paid,2024-09-07,Basic,Monthly,,,6.62,516,41,0,geetika,Nepal,Kathmandu,Female,2003-11-19 11:31:26,2025-05-04,N,71.0,1.0
7744-VJNHS,2024-10-25,Paid,2024-11-24,Standard,Monthly,2026-02-11,Too expensive,11.34,385,93,1,anvi,India,Nagaland,Female,1984-06-08 11:31:26,2026-06-18,N,87.0,2.0
9045-SHSXR,2022-03-20,Organic,2022-04-19,Premium,Monthly,,,90.48,6514,11,0,teerth,India,Rajasthan,Male,1959-07-03 11:31:26,,,,
6919-RYTWE,2021-01-25,Refferal,2022-01-25,Premium,Annual,2022-02-13,Poor streaming quality,55.14,1047,94,1,ayush,India,Meghalaya,Male,2000-05-14 11:31:26,2025-11-30,N,89.0,1.0
0044-CUZFD,2023-08-03,Paid,2024-08-02,Basic,Annual,,,9.19,781,21,0,rajata,India,Meghalaya,Female,2004-02-14 11:31:26,,,,
7478-BIKQU,2026-02-11,Paid,2027-02-11,Standard,Annual,2026-07-24,Not enough content,14.9,968,78,1,fariq,India,Uttar Pradesh,Male,2007-12-29 11:31:26,2024-12-03,Y,36.0,1.0
6504-ABBUN,2020-11-02,Paid,2020-12-02,Premium,Monthly,,,59.42,3802,38,0,urvashi,India,Maharashtra,Female,1984-02-27 11:31:26,,,,
2903-OFRCQ,2021-12-29,Refferal,2022-12-29,Premium,Annual,,,72.68,3706,22,0,bahadurjit,Nepal,Kathmandu,Male,1979-11-07 11:31:26,,,,
8989-QBEDY,2022-09-20,Organic,2023-09-20,Premium,Annual,,,56.3,1407,25,0,rajeshri,Nepal,Kathmandu,Female,1966-11-09 11:31:26,,,,
5787-EUOGA,2024-02-12,Paid,2024-03-13,Premium,Monthly,2026-07-19,Poor streaming quality,87.34,6113,73,1,anamika,Nepal,Kathmandu,Female,1971-03-31 11:31:26,,,,
6593-FEQUT,2026-02-03,Paid,2027-02-03,Basic,Annual,,,6.14,104,45,0,varenya,India,Nagaland,Female,2001-01-14 11:31:26,,,,
5549-KVZWC,2023-03-11,Paid,2023-04-10,Premium,Monthly,2024-12-24,Forgot to cancel trial,20.43,1409,79,1,ria,India,Karnataka,Female,1999-02-28 11:31:26,2024-10-16,N,58.0,1.0
6219-ZHWZZ,2023-09-06,Organic,2023-10-06,Basic,Monthly,,,8.4,226,65,0,ekapad,India,Meghalaya,Male,1959-01-12 11:31:26,2025-06-07,N,61.0,1.0
9539-UGHVO,2022-01-27,Organic,2023-01-27,Premium,Annual,2022-07-01,Switched to competitor,67.33,6059,70,1,liam,India,Meghalaya,Male,1983-05-19 11:31:26,2024-11-11,N,73.0,1.0
1751-GPOUC,2023-07-04,Paid,2024-07-03,Basic,Annual,,,8.72,706,59,0,idika,India,Karnataka,Female,1958-03-13 11:31:26,2025-10-05,Y,23.0,2.0
6364-FNIKP,2025-02-03,Refferal,2025-03-05,Standard,Monthly,,,14.53,1278,14,0,lekha,Nepal,Kathmandu,Female,1967-11-14 11:31:26,,,,
9506-DRDBZ,2021-11-14,Refferal,2022-11-14,Standard,Annual,2024-06-01,Too expensive,15.17,500,93,1,udant,India,Telangana,Male,1976-04-03 11:31:26,,,,
2019-WIKRR,2024-08-17,Paid,2025-08-17,Basic,Annual,,,7.74,270,6,0,luke,India,Delhi,Male,1988-05-15 11:31:26,,,,
0976-TNFCH,2021-10-15,Refferal,2021-11-14,Standard,Monthly,,,16.17,792,13,0,xalak,India,Maharashtra,Female,2004-03-13 11:31:26,,,,
7178-XAGMF,2025-07-16,Paid,2026-07-16,Basic,Annual,,,8.98,251,18,0,ekansh,Nepal,Kathmandu,Male,1989-12-15 11:31:26,,,,
4130-VTROP,2021-08-18,Paid,2022-08-18,Premium,Annual,2022-04-12,Not enough content,60.59,4180,78,1,varsha,India,Delhi,Female,,,,,
4455-PQRYO,2026-05-16,Refferal,2026-06-15,Standard,Monthly,2026-06-09,Switched to competitor,12.36,1075,98,1,vamakshi,India,Nagaland,Female,1985-10-26 11:31:26,2026-04-05,Y,24.0,1.0
1189-CZOSF,2024-06-23,Paid,2025-06-23,Standard,Annual,2025-03-21,Forgot to cancel trial,13.03,1081,93,1,nathaniel,India,Maharashtra,Male,1993-05-23 11:31:26,,,,
3951-BRORS,2023-10-19,Paid,2023-11-18,Standard,Monthly,,,15.17,1304,47,0,bhavini,India,Nagaland,Female,1986-05-11 11:31:26,2025-03-21,N,86.0,1.0
4509-FVGBE,2025-07-13,Organic,2025-08-12,Standard,Monthly,2026-07-14,Poor streaming quality,14.75,501,92,1,netra,India,Meghalaya,Female,1997-01-04 11:31:26,2026-06-29,Y,15.0,2.0
6887-CTFDC,2025-03-14,Organic,2025-04-13,Basic,Monthly,2025-11-04,Poor streaming quality,9.93,685,75,1,harita,India,Meghalaya,Female,2006-06-24 11:31:26,,,,
7292-HGFTU,2021-12-04,Paid,2022-01-03,Basic,Monthly,,,6.91,200,38,0,yashoda,India,Telangana,Female,1998-05-23 11:31:26,,,,
9513-SVBEW,2025-03-11,Paid,2026-03-11,Premium,Annual,2025-09-24,Switched to competitor,37.46,2584,85,1,irya,India,Maharashtra,Female,2005-06-17 11:31:26,,,,
3363-DUSCD,2025-03-07,Refferal,2025-04-06,Basic,Monthly,,,9.11,163,8,0,kashish,India,Karnataka,Female,1985-07-24 11:31:26,2025-09-29,N,80.0,2.0
1609-LXQBQ,2023-04-29,Refferal,2023-05-29,Standard,Monthly,2026-01-14,Not enough content,11.95,920,86,1,raksha,Nepal,Kathmandu,Female,1984-10-02 11:31:26,,,,
1255-DVHQB,2024-02-27,Refferal,2025-02-26,Standard,Annual,,,13.04,1069,12,0,eiravati,India,Telangana,Female,1960-08-24 11:31:26,2024-10-23,Y,14.0,1.0
8383-FIRJV,2022-12-05,Paid,2023-01-04,Basic,Monthly,,,8.22,139,52,0,nilima,India,Maharashtra,Female,1960-03-21 11:31:26,,,,
8615-EBGBD,2023-08-29,Organic,2024-08-28,Premium,Annual,,,59.05,2716,36,0,wakeeta,India,Karnataka,Female,2004-03-03 11:31:26,2026-03-06,Y,30.0,1.0
4387-GRDKR,2021-05-11,Refferal,2022-05-11,Premium,Annual,2022-10-23,Switched to competitor,81.37,6021,97,1,balhaar,India,Meghalaya,Male,,2025-04-09,N,90.0,1.0
5811-YJHWE,2023-03-23,Paid,2023-04-22,Premium,Monthly,,,41.07,3285,39,0,balhaar,India,Rajasthan,Male,1973-06-17 11:31:26,,,,
8689-NXUTJ,2022-08-14,Organic,2023-08-14,Standard,Annual,,,15.12,332,57,0,yauvani,India,Delhi,Female,1981-05-25 11:31:26,2026-05-24,Y,34.0,1.0
3183-VGISK,2025-01-19,Paid,2025-02-18,Premium,Monthly,,,32.89,1315,34,0,gavin,India,Karnataka,Male,1997-06-26 11:31:26,2024-11-23,N,64.0,1.0
6662-WSYXP,2025-11-15,Paid,2026-11-15,Basic,Annual,2025-12-13,Switched to competitor,9.56,860,73,1,yashasvi,India,Rajasthan,Female,1965-03-28 11:31:26,2024-09-30,N,88.0,1.0
0214-GJMSG,2023-08-14,Paid,2023-09-13,Premium,Monthly,2024-01-21,Switched to competitor,43.92,3601,90,1,diya,India,Karnataka,Female,1993-12-18 11:31:26,,,,
4699-CHGNI,2021-08-01,Refferal,2022-08-01,Premium,Annual,2021-10-29,Not enough content,43.13,1337,86,1,max,India,Telangana,Male,1970-10-31 11:31:26,,,,
0702-VQUIM,2026-01-04,Refferal,2026-02-03,Standard,Monthly,,,12.15,498,26,0,ojasvi,India,Maharashtra,Female,1965-04-19 11:31:26,2026-07-14,N,79.0,2.0
3487-CEFXJ,2025-07-02,Paid,2025-08-01,Basic,Monthly,,,8.47,440,50,0,lucky,India,Delhi,Male,1966-06-12 11:31:26,,,,
1897-GXANL,2021-10-07,Refferal,2022-10-07,Premium,Annual,2023-11-19,Poor streaming quality,64.08,1089,89,1,ladli,India,Uttar Pradesh,Female,2006-01-20 11:31:26,,,,
8313-JOSUH,2021-05-10,Organic,2021-06-09,Premium,Monthly,,,64.83,3371,56,0,mahika,India,Uttar Pradesh,Female,1971-07-18 11:31:26,,,,
9906-TTRTW,2024-03-03,Refferal,2024-04-02,Premium,Monthly,,,40.07,3486,42,0,nidra,India,Delhi,Female,1989-07-16 11:31:26,,,,
3185-YXCVU,2023-07-12,Refferal,2023-08-11,Premium,Monthly,,,29.62,2014,65,0,chakradhar,India,Telangana,Male,2006-11-30 11:31:26,,,,
7241-EFOZF,2024-01-15,Organic,2024-02-14,Basic,Monthly,,,9.3,279,65,0,hamsini,India,Rajasthan,Female,2003-05-11 11:31:26,2025-10-19,N,71.0,1.0
2412-KTODR,2024-06-04,Organic,2024-07-04,Standard,Monthly,,,15.97,1309,23,0,frederick,India,Telangana,Male,1963-03-21 11:31:26,,,,
1969-GEGOG,2025-06-25,Organic,2025-07-25,Standard,Monthly,,,15.0,960,7,0,pahal,India,Meghalaya,Female,1960-04-29 11:31:26,,,,
1913-VTNBR,2025-05-19,Refferal,2025-06-18,Premium,Monthly,2025-12-28,Too expensive,23.48,1901,76,1,ansh,India,Maharashtra,Male,1962-08-17 11:31:26,,,,
7263-QQBJQ,2021-02-07,Paid,2022-02-07,Basic,Annual,2021-04-02,Forgot to cancel trial,7.64,198,93,1,akshay,India,Uttar Pradesh,Male,1981-12-10 11:31:26,,,,
7768-XYZOY,2024-05-19,Refferal,2024-06-18,Standard,Monthly,2026-06-05,Too expensive,16.61,664,81,1,kevin,India,Maharashtra,Male,2003-09-11 11:31:26,,,,
6575-COCAW,2024-03-11,Refferal,2025-03-11,Premium,Annual,,,68.21,6002,65,0,sathvik,India,Karnataka,Male,,2024-09-12,Y,12.0,1.0
8932-HGBYW,2024-04-30,Organic,2025-04-30,Standard,Annual,2025-09-08,Forgot to cancel trial,12.22,342,99,1,maanav,India,Telangana,Male,1960-07-18 11:31:26,2025-03-29,N,82.0,1.0
3058-BVQWX,2025-04-06,Paid,2025-05-06,Premium,Monthly,,,54.84,2412,51,0,krisha,India,Karnataka,Female,1980-02-10 11:31:26,2026-01-03,N,84.0,2.0
5217-KIOLT,2024-08-06,Organic,2024-09-05,Standard,Monthly,2024-09-05,Not enough content,13.42,201,82,1,balhaar,India,Telangana,Male,1967-05-13 11:31:26,,,,
1382-REFJR,2023-03-02,Refferal,2023-04-01,Premium,Monthly,,,72.93,2698,7,0,farhan,India,Rajasthan,Male,1986-09-29 11:31:26,,,,
2273-IKLPB,2023-04-23,Refferal,2024-04-22,Basic,Annual,2024-08-20,Forgot to cancel trial,6.14,429,93,1,wyatt,India,Meghalaya,Male,2005-04-19 11:31:26,,,,
4108-NHDWI,2024-02-15,Organic,2024-03-16,Basic,Monthly,2024-08-31,Too expensive,6.13,514,82,1,panini,India,Karnataka,Female,1982-02-15 11:31:26,2025-04-06,N,61.0,1.0
7405-HUZBQ,2024-11-09,Paid,2025-11-09,Basic,Annual,,,9.34,373,34,0,nathaniel,Nepal,Kathmandu,Male,1970-02-19 11:31:26,,,,
0625-UNRAQ,2026-03-31,Organic,2027-03-31,Premium,Annual,,,72.57,1378,4,0,orinder,India,Rajasthan,Male,1980-11-06 11:31:26,,,,
2751-HOUIJ,2025-01-04,Refferal,2026-01-04,Premium,Annual,,,65.54,5767,57,0,eiravati,India,Telangana,Female,1992-01-15 11:31:26,2025-09-01,N,62.0,1.0
9381-YIECR,2022-06-22,Organic,2023-06-22,Standard,Annual,,,16.67,966,36,0,damyanti,India,Rajasthan,Female,2000-01-17 11:31:26,,,,
6062-CWYCS,2021-05-05,Paid,2021-06-04,Premium,Monthly,2022-06-21,Not enough content,69.0,2070,98,1,vidhi,India,Uttar Pradesh,Female,1991-05-05 11:31:26,,,,
8393-VBVXP,2022-01-23,Paid,2023-01-23,Standard,Annual,,,12.75,510,9,0,varenya,India,Rajasthan,Female,1980-10-30 11:31:26,2024-10-30,N,63.0,1.0
7796-SYCUL,2026-01-27,Organic,2027-01-27,Basic,Annual,,,6.13,502,63,0,mohini,India,Meghalaya,Female,1970-02-11 11:31:26,,,,
9694-NOPVT,2022-01-24,Organic,2022-02-23,Basic,Monthly,,,8.22,558,6,0,ubika,India,Nagaland,Female,2003-12-12 11:31:26,,,,
9561-NULLH,2025-04-25,Organic,2025-05-25,Basic,Monthly,,,7.26,268,35,0,gauri,India,Rajasthan,Female,1981-10-09 11:31:26,2026-07-04,N,55.0,2.0
0102-WBUJF,2025-01-09,Refferal,2026-01-09,Standard,Annual,,,11.19,962,50,0,girish,India,Nagaland,Male,1967-01-26 11:31:26,2025-08-20,N,83.0,1.0
6276-KQSDZ,2023-07-04,Paid,2023-08-03,Standard,Monthly,,,16.07,996,21,0,vivaan,India,Telangana,Male,1996-04-03 11:31:26,2025-04-03,N,61.0,2.0
3119-VDPWQ,2023-07-18,Paid,2024-07-17,Standard,Annual,,,14.31,1073,28,0,ronith,India,Maharashtra,Male,1957-05-31 11:31:26,,,,
1426-REEJM,2021-11-15,Refferal,2021-12-15,Standard,Monthly,,,15.89,1001,60,0,kavya,India,Meghalaya,Female,1990-09-06 11:31:26,,,,
3950-SKOEL,2020-12-01,Organic,2020-12-31,Premium,Monthly,,,90.49,5067,14,0,qushi,India,Karnataka,Female,1975-12-25 11:31:26,2025-03-14,N,89.0,1.0
6749-WYTUR,2022-04-13,Paid,2022-05-13,Standard,Monthly,2024-01-18,Not enough content,14.46,983,73,1,vrinda,India,Nagaland,Female,1969-08-05 11:31:26,,,,
7586-TWFVH,2025-07-05,Paid,2025-08-04,Standard,Monthly,,,13.67,970,3,0,aarna,Nepal,Kathmandu,Female,2008-07-04 11:31:26,2025-07-02,Y,11.0,1.0
9763-MNMCM,2024-10-26,Organic,2024-11-25,Premium,Monthly,,,77.28,2859,5,0,kevin,India,Nagaland,Male,1959-03-17 11:31:26,,,,
4346-TMVRM,2022-09-28,Paid,2022-10-28,Premium,Monthly,,,35.75,715,15,0,saksham,India,Uttar Pradesh,Male,1975-07-31 11:31:26,2025-10-11,N,86.0,2.0
7540-BVEFS,2022-09-21,Paid,2023-09-21,Standard,Annual,,,12.18,974,15,0,indali,India,Maharashtra,Female,2008-06-20 11:31:26,2025-05-30,N,63.0,2.0
8189-CZDBD,2025-01-12,Refferal,2026-01-12,Basic,Annual,,,8.68,243,11,0,varenya,India,Karnataka,Female,1997-12-26 11:31:26,,,,
0685-DSLSR,2025-05-20,Paid,2026-05-20,Premium,Annual,,,67.52,3578,52,0,logan,Nepal,Kathmandu,Male,1975-11-23 11:31:26,,,,
2451-THCHU,2021-05-18,Paid,2021-06-17,Premium,Monthly,2023-06-23,Not enough content,19.27,1214,96,1,daniel,India,Delhi,Male,1957-06-21 11:31:26,,,,
0020-UFRPD,2022-11-26,Paid,2023-11-26,Premium,Annual,2023-09-03,Too expensive,42.49,764,78,1,chasmum,India,Maharashtra,Female,1977-03-21 11:31:26,,,,
2558-AZYKJ,2023-11-05,Organic,2024-11-04,Premium,Annual,2024-03-28,Not enough content,82.64,6776,90,1,omkaar,India,Uttar Pradesh,Male,1971-08-12 11:31:26,,,,
1753-IGWVR,2024-12-23,Organic,2025-12-23,Premium,Annual,,,75.62,4083,42,0,qadim,India,Meghalaya,Male,1961-12-12 11:31:26,2025-01-13,N,72.0,1.0
6965-VYGVD,2023-07-07,Refferal,2023-08-06,Standard,Monthly,,,15.83,696,9,0,sai,India,Maharashtra,Male,2006-06-22 11:31:26,2024-09-23,N,81.0,1.0
8458-BACSJ,2024-09-27,Paid,2025-09-27,Standard,Annual,2024-11-29,Not enough content,13.76,839,86,1,ekantika,India,Karnataka,Female,1962-02-21 11:31:26,,,,
8061-HUESA,2023-08-16,Paid,2023-09-15,Standard,Monthly,,,16.99,1121,13,0,warjas,India,Rajasthan,Male,1995-03-21 11:31:26,,,,
7200-XVXLD,2024-02-15,Paid,2024-03-16,Standard,Monthly,2024-05-09,Switched to competitor,16.78,352,84,1,falguni,India,Nagaland,Female,,,,,
7657-DGARP,2021-06-10,Refferal,2021-07-10,Standard,Monthly,2022-06-12,Switched to competitor,12.49,587,89,1,yasti,India,Karnataka,Female,2007-03-10 11:31:26,,,,
0620-VHVVY,2021-07-28,Organic,2022-07-28,Premium,Annual,,,59.73,3762,64,0,odika,India,Uttar Pradesh,Female,1962-07-12 11:31:26,2026-08-15,Y,11.0,1.0
9355-GGEIE,2024-01-19,Paid,2025-01-18,Basic,Annual,,,6.65,212,4,0,netra,India,Meghalaya,Female,1966-11-28 11:31:26,2025-08-26,N,84.0,1.0
1731-CBERA,2023-09-12,Paid,2023-10-12,Basic,Monthly,,,8.28,736,31,0,yashoda,India,Karnataka,Female,2005-08-25 11:31:26,,,,
1834-CLAVN,2023-05-15,Paid,2024-05-14,Standard,Annual,,,15.54,932,36,0,netra,India,Maharashtra,Female,1963-01-08 11:31:26,,,,
3819-OLNLA,2022-10-03,Organic,2023-10-03,Basic,Annual,,,7.51,195,51,0,adweta,India,Meghalaya,Female,1994-04-04 11:31:26,,,,
1376-YNMVH,2026-04-09,Paid,2027-04-09,Standard,Annual,,,11.25,540,60,0,dayamai,India,Delhi,Female,1991-11-12 11:31:26,,,,
9518-LJBXQ,2025-03-21,Organic,2026-03-21,Basic,Annual,2025-04-28,Forgot to cancel trial,8.67,589,92,1,mitesh,India,Nagaland,Male,1990-07-18 11:31:26,,,,
9991-JOSYL,2024-01-26,Refferal,2025-01-25,Basic,Annual,,,8.31,415,37,0,agastya,India,Delhi,Male,1957-09-23 11:31:26,,,,
0005-NOUFN,2026-03-13,Organic,2027-03-13,Premium,Annual,2026-04-13,Switched to competitor,63.14,3346,72,1,libni,India,Maharashtra,Female,1969-01-07 11:31:26,2026-03-16,N,65.0,2.0
2674-ZWSCF,2024-10-13,Refferal,2025-10-13,Standard,Annual,2025-08-09,Not enough content,15.97,1245,74,1,ishaan,India,Rajasthan,Male,1978-12-28 11:31:26,2025-10-21,N,52.0,1.0
4737-HUKVM,2023-08-26,Paid,2023-09-25,Standard,Monthly,2025-12-08,Poor streaming quality,14.24,1210,74,1,harinakshi,India,Karnataka,Female,1968-01-23 11:31:26,2026-01-30,Y,26.0,1.0
1713-UVQXQ,2021-06-27,Paid,2021-07-27,Premium,Monthly,2022-12-28,Not enough content,69.64,1462,73,1,sachi,Nepal,Kathmandu,Female,1992-03-13 11:31:26,2025-12-31,N,61.0,1.0
7827-ZGYXB,2023-12-06,Paid,2024-12-05,Premium,Annual,,,49.58,1536,9,0,anamika,India,Telangana,Female,1962-03-28 11:31:26,,,,
4258-IPJAA,2021-09-25,Paid,2021-10-25,Basic,Monthly,,,9.13,639,30,0,christopher,India,Delhi,Male,1979-02-19 11:31:26,,,,
0819-ILEVY,2022-06-10,Organic,2023-06-10,Basic,Annual,,,9.85,177,30,0,urvi,India,Uttar Pradesh,Female,1987-03-08 11:31:26,2026-01-07,N,90.0,2.0
6860-IHCQP,2023-07-10,Refferal,2024-07-09,Basic,Annual,,,9.18,688,22,0,tripti,India,Maharashtra,Female,1994-11-10 11:31:26,2025-11-10,N,74.0,2.0
1637-CXWVG,2024-09-11,Paid,2025-09-11,Premium,Annual,,,92.36,3417,39,0,azaan,India,Maharashtra,Male,,,,,
5871-LUAUL,2021-10-30,Refferal,2021-11-29,Standard,Monthly,2024-04-12,Not enough content,15.4,1386,93,1,yochana,Nepal,Kathmandu,Female,1994-10-25 11:31:26,2025-12-18,N,60.0,2.0
4337-YEDRS,2022-06-10,Paid,2023-06-10,Premium,Annual,2023-08-02,Switched to competitor,66.91,1940,74,1,raghav,India,Meghalaya,Male,1980-10-05 11:31:26,,,,
2525-YZHNT,2023-04-13,Paid,2024-04-12,Premium,Annual,,,54.69,4703,37,0,harini,India,Karnataka,Female,1992-05-28 11:31:26,2025-09-14,Y,25.0,1.0
0206-RBWPK,2024-07-10,Refferal,2025-07-10,Premium,Annual,,,55.72,2451,24,0,raagini,India,Rajasthan,Female,1974-02-14 11:31:26,,,,
5006-AWWUT,2024-02-23,Paid,2024-03-24,Standard,Monthly,,,12.51,600,19,0,kevin,India,Telangana,Male,2002-01-02 11:31:26,2025-02-17,N,80.0,2.0
3562-LUCQQ,2021-12-06,Paid,2022-01-05,Basic,Monthly,,,8.93,616,40,0,manthan,Nepal,Kathmandu,Male,1967-10-02 11:31:26,,,,
2539-XTPHZ,2025-01-26,Organic,2025-02-25,Basic,Monthly,,,9.94,467,14,0,manthan,India,Uttar Pradesh,Male,1997-01-02 11:31:26,2026-01-18,N,64.0,2.0
1690-DCQOA,2022-06-17,Paid,2023-06-17,Standard,Annual,2023-07-16,Too expensive,11.86,438,98,1,wishi,Nepal,Kathmandu,Female,2003-01-28 11:31:26,2025-05-02,N,79.0,1.0
1877-BAVPW,2022-04-17,Organic,2023-04-17,Standard,Annual,,,16.49,906,44,0,laksh,Nepal,Kathmandu,Male,2005-10-29 11:31:26,2025-10-14,N,53.0,2.0
9016-QFIWP,2025-05-05,Paid,2025-06-04,Basic,Monthly,,,9.76,692,56,0,rudra,India,Maharashtra,Male,1958-03-15 11:31:26,2026-07-19,N,77.0,1.0
6388-KCAQX,2022-04-22,Paid,2022-05-22,Premium,Monthly,2024-12-23,Switched to competitor,79.34,6426,89,1,eta,India,Karnataka,Female,1976-11-08 11:31:26,2026-01-25,Y,27.0,2.0
8753-SOKKL,2025-12-13,Organic,2026-01-12,Premium,Monthly,,,54.39,3372,54,0,prisha,India,Telangana,Female,2003-05-05 11:31:26,,,,
2959-JVOXA,2024-12-07,Paid,2025-12-07,Basic,Annual,2024-12-27,Forgot to cancel trial,7.51,465,99,1,kabir,India,Karnataka,Male,1988-11-06 11:31:26,2025-01-24,N,71.0,1.0
1929-LLSRD,2026-01-01,Paid,2027-01-01,Standard,Annual,,,12.59,956,24,0,krishna,India,Karnataka,Male,2006-02-27 11:31:26,,,,
1219-LVWXG,2021-06-05,Organic,2022-06-05,Standard,Annual,,,15.67,517,11,0,laban,India,Delhi,Male,2006-05-07 11:31:26,,,,
6015-MAOYB,2022-01-12,Organic,2023-01-12,Premium,Annual,,,31.31,1753,59,0,jagdish,India,Rajasthan,Male,1961-06-05 11:31:26,,,,
4587-ACNYV,2024-04-21,Organic,2025-04-21,Basic,Annual,2025-04-30,Forgot to cancel trial,7.48,164,72,1,isaiah,India,Uttar Pradesh,Male,1968-11-28 11:31:26,2024-09-28,Y,15.0,1.0
1789-ZRILT,2022-07-15,Organic,2023-07-15,Premium,Annual,,,69.03,1794,59,0,samuel,India,Uttar Pradesh,Male,2007-10-12 11:31:26,,,,
5116-OIHVD,2021-03-20,Paid,2022-03-20,Standard,Annual,,,16.01,1280,62,0,vrishti,India,Nagaland,Female,1993-08-29 11:31:26,2026-03-07,N,84.0,1.0
1158-AIDUR,2026-03-08,Paid,2026-04-07,Standard,Monthly,2026-04-30,Poor streaming quality,15.57,1276,71,1,aahana,India,Karnataka,Female,1983-04-24 11:31:26,2026-08-05,N,52.0,1.0
7336-FOZZX,2022-12-23,Organic,2023-01-22,Standard,Monthly,2023-04-25,Poor streaming quality,16.48,1170,99,1,gaurangi,Nepal,Kathmandu,Female,1985-03-17 11:31:26,2026-07-05,N,89.0,1.0
1311-JKFEV,2023-05-20,Paid,2023-06-19,Premium,Monthly,2023-11-21,Switched to competitor,63.0,4662,94,1,wazir,India,Rajasthan,Male,1985-10-20 11:31:26,,,,
6355-CZAIH,2024-12-25,Paid,2025-01-24,Standard,Monthly,,,15.9,397,46,0,irya,Nepal,Kathmandu,Female,1972-07-30 11:31:26,2025-03-18,Y,14.0,1.0
